file,emotion
C:/proje/ser_proje\dataset\Calm\6783_sk_gurbuz.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_hekim.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_igde.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_isirgan.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_japon.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kagit.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_karton.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kedi.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kemik.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kibir.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kiler.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kirgin.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_koku.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_konuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_koy.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kulac.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kusluk.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_kustah.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_lokma.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_lufer.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_melek.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_mujde.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_nasil.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_nicin.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_odenek.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_ogul.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_okul.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_olcut.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_ordek.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_orgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_pamuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_pas.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_pihti.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_rihtim.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_saf.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_sarap.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_sarj.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_satir.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_senlik.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_sepet.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_serin.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_sevgi.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_simit.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_soba.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_sucuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_tahta.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_tembel.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_tirtil.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_turev.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_unlu.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_utanc.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_vurgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_yanki.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_yazim.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_yigilmak.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_yigin.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_zeytin.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_acik.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_algi.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_beste.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_bugu.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_cay.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_cekirge.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_cene.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_ceren.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_cilek.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_defne.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_demet.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_demir.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_deve.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_deyim.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_dil.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_dizge.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_dugun.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_eger.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_eski.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_firildak.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_gezi.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_gicik.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_goz.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_gunes.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_gurbuz.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_hekim.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_igde.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_isirgan.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_japon.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kagit.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_karton.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kedi.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kemik.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kibir.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kiler.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kirgin.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_koku.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_konuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_koy.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kulac.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kusluk.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_kustah.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_lokma.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_lufer.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_melek.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_mujde.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_nasil.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_nicin.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_odenek.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_ogul.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_olcut.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_ordek.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_orgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_pamuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_pas.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_pihti.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_rihtim.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_saf.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_sarap.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_sarj.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_satir.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_senlik.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_sepet.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_serin.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_sevgi.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_simit.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_soba.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_sucuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_tahta.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_tembel.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_tirtil.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_turev.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_unlu.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_utanc.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_vurgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_yanki.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_yazim.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_yigilmak.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_yigin.wav,Calm
C:/proje/ser_proje\dataset\Calm\7895_sk_zeytin.wav,Calm
C:/proje/ser_proje\dataset\Happy\1234_mt_acik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_algi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_beste.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_bugu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_cay.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_cekirge.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_cene.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_ceren.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_cilek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_defne.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_demet.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_demir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_deve.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_deyim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_dil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_dizge.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_dugun.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_eger.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_elmacik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_eski.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_firildak.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_gezi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_gicik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_goz.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_gunes.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_gurbuz.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_hekim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_igde.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_isirgan.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_japon.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kagit.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_karton.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kedi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kemik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kibir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kiler.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kirgin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_koku.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_konuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_koy.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kulac.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kusluk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_kustah.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_lokma.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_lufer.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_melek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_mujde.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_nasil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_nicin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_odenek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_ogul.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_okul.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_olcut.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_ordek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_orgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_pamuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_pas.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_pihti.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_rihtim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_saf.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_sarap.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_sarj.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_satir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_senlik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_sepet.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_serin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_sevgi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_simit.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_soba.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_sucuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_tahta.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_tembel.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_tirtil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_turev.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_unlu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_utanc.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_vurgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_yanki.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_yazim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_yigilmak.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_yigin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1234_mt_zeytin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_acik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_algi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_beste.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_bugu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_cay.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_cekirge.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_cene.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_ceren.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_cilek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_defne.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_demet.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_demir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_deve.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_deyim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_dil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_dizge.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_dugun.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_eger.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_elmacik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_eski.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_firildak.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_gezi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_gicik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_goz.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_gunes.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_gurbuz.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_hekim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_igde.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_isirgan.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_japon.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kagit.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_karton.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kedi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kemik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kibir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kiler.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kirgin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_koku.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_konuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_koy.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kulac.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kusluk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_kustah.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_lokma.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_lufer.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_melek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_mujde.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_nasil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_nicin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_odenek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_ogul.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_okul.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_olcut.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_ordek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_orgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_pamuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_pas.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_pihti.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_rihtim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_saf.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_sarap.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_sarj.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_satir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_senlik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_sepet.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_serin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_sevgi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_simit.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_soba.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_sucuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_tahta.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_tembel.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_tirtil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_turev.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_unlu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_utanc.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_vurgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_yanki.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_yazim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_yigilmak.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_yigin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1358_mt_zeytin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_acik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_algi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_beste.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_bugu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_cay.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_cekirge.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_cene.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_ceren.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_cilek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_defne.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_demet.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_demir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_deve.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_deyim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_dil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_dizge.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_dugun.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_eger.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_elmacik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_eski.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_firildak.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_gezi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_gicik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_goz.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_gunes.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_gurbuz.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_hekim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_igde.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_isirgan.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_japon.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kagit.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_karton.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kedi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kemik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kibir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kiler.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kirgin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_koku.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_konuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_koy.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kulac.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kusluk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_kustah.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_lokma.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_lufer.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_melek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_mujde.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_nasil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_nicin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_odenek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_ogul.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_okul.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_olcut.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_ordek.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_orgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_pamuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_pas.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_pihti.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_rihtim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_saf.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_sarap.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_sarj.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_satir.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_senlik.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_sepet.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_serin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_sevgi.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_simit.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_soba.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_sucuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_tahta.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_tembel.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_tirtil.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_turev.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_unlu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_utanc.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_vurgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_yanki.wav,Happy
